名称,经纬度
简阳南站(东北出站口),"104.518631,30.353268"
石马坝站,"104.725764,31.557737"
郫县西站,"103.880432,30.823516"
安靖站,"104.036624,30.737372"
乐山北站(东南进站口),"103.576112,29.750158"
兴隆站,"105.368414,28.296152"
关村坝站,"103.024392,29.286613"
冕宁站,"102.192473,28.284109"
蜜蜂岩站,"103.785952,29.249579"
南充站(南进站口),"106.085555,30.807224"
南充站(南出站口),"106.086303,30.807658"
冉家河站,"105.842704,32.521478"
沙坝站,"102.130966,26.954102"
彭州南站(西进站口),"103.940265,30.940914"
彭州站(西南进站口),"103.925008,30.978244"
朝阳湖站,"103.445791,30.167016"
临巴溪站,"107.072037,30.883643"
眉山站(东南出站口),"103.812713,30.064332"
步行街站(东进站口),"103.940407,30.958742"
彭州站(东北出站口),"103.925498,30.978388"
双河镇站,"104.880478,31.865956"
罗江站(东进站口),"104.50251,31.304994"
郫都东站(西南进站口),"103.926009,30.792654"
花龙门站,"103.932527,30.433678"
安靖站(东南出站口),"104.036609,30.737031"
青神站,"103.770122,29.848058"
李市镇站,"105.398805,29.314071"
江油站(西北出站口),"104.770515,31.782113"
资阳站(南出站口),"104.652763,30.124435"
松潘站,"103.608332,32.593323"
安德站(西南出口),"103.812072,30.874"
安德站(西南入口),"103.812155,30.873956"
乐山站(东南进站口),"103.712699,29.60189"
三合场站,"104.745771,31.732853"
名山站,"103.190372,30.057315"
侯家坪站,"104.647671,30.073654"
乐山站(东南出站口),"103.71264,29.600957"
德阳站,"104.390031,31.165715"
双流西站,"103.9189,30.542502"
临江寺站,"104.624621,30.217155"
大英东站(北进站口),"105.279357,30.568108"
庙子沟站,"104.61301,30.296351"
上寺站,"105.424582,32.267146"
孝泉站,"104.290411,31.249282"
犍为站,"103.960053,29.346234"
新都东站(西北进站口),"104.194108,30.799805"
新都东站(西北出站口),"104.194353,30.800098"
黄家坝站,"102.171773,27.47171"
石燕桥站,"105.328678,29.308498"
双河口站,"104.877258,31.862335"
蒲坝站,"102.306517,27.225607"
漫水湾站,"102.166306,28.207557"
攀枝花站(西南出站口),"101.85072,26.544175"
新江站,"101.837182,26.159352"
永兴站,"104.049175,31.248126"
资中北站(西南进站口),"104.87278,29.796807"
资中北站(西南出站口),"104.872441,29.79731"
白马镇站,"102.197088,27.08268"
新津站(东南出站口),"103.870728,30.464882"
永郎站,"102.249183,27.150341"
花楼坝站,"107.863443,31.791447"
宋家铺站,"104.754129,29.616693"
铁西站,"102.597745,28.690898"
大滩站,"105.923164,32.784864"
双凤驿站,"105.140673,29.443167"
三江坝站,"106.537747,32.238619"
大英站(北出站口),"105.254963,30.574918"
广安站(出站口),"106.896711,30.494262"
广安站(进站口),"106.896534,30.494077"
犀浦东站(西南出站口)(暂停营业),"103.990702,30.736299"
乐跃站,"102.322438,27.294613"
安德站,"103.812066,30.874189"
隆昌北站(南进站口),"105.290728,29.465527"
犀浦东站(西南进站口)(暂停营业),"103.990753,30.736274"
攀枝花南站(进站口),"101.747788,26.46804"
攀枝花南站,"101.748054,26.468048"
拉白站,"102.636587,28.574276"
盐边站(建设中),"101.854488,26.653252"
江油站(西北进站口),"104.770382,31.781377"
平昌站,"107.076114,31.552756"
隆昌北站(南出站口),"105.290075,29.46575"
丙谷东站(建设中),"102.082795,26.802569"
米易东站(建设中),"102.127786,26.906153"
太和站,"103.830527,30.120452"
黄水塘站,"102.189589,27.604454"
绵竹南站(建设中),"104.21179,31.258853"
牛坪子站,"101.822249,26.631981"
代湾站,"103.460827,29.312017"
石桥镇站,"104.520504,30.419231"
大英东站(北出站口),"105.279725,30.567896"
椑木镇站,"105.098476,29.502329"
迤资站,"101.867509,26.457119"
米易站(西出站口),"102.113587,26.875014"
新津站(东南进站口),"103.870861,30.465178"
月华站,"102.180383,28.133512"
青白江东站(西北出站口),"104.225304,30.895472"
新津南站(东南进站口),"103.856386,30.348951"
新津南站(东南出站口),"103.856498,30.348491"
红花塘站,"104.480352,30.663624"
喜德西站(建设中),"102.276252,28.352561"
俞冲站,"104.700186,29.217093"
铁口站,"102.531842,28.240997"
双流西站(西北进站口),"103.918806,30.542771"
双流西站(西北出站口),"103.919227,30.542909"
刘沟站,"103.51214,29.289533"
峨边站,"103.277462,29.257805"
银山镇站,"104.976636,29.680078"
归德镇站,"104.761038,29.842375"
尔赛河站,"102.640586,28.397894"
冕山站,"102.309091,28.353952"
新凉站,"102.528447,28.240959"
赛金桥火车站,"104.750033,28.562663"
屏山站,"104.360529,28.849023"
尼日站,"102.862157,29.202345"
彭山北站(西北进站口),"103.861796,30.20753"
彭山北站(西北出站口),"103.86181,30.207854"
埃岱站,"102.80295,29.020883"
覃家坝站,"107.35769,31.069183"
宜宾西站(出站口),"104.606405,28.72316"
宜宾西站(进站口),"104.606251,28.723239"
成都东站(西广场接站),"104.137602,30.629557"
宜宾站(东南出站口),"104.601406,28.751659"
遂宁站(南进站口),"105.542755,30.542043"
花棚子站,"101.913334,26.257968"
金口河站,"103.106003,29.288757"
迎祥街站,"105.214283,29.389514"
越西站,"102.60347,28.737076"
太公站,"105.83092,32.099134"
屏山站(出站口),"104.360438,28.849255"
屏山站(进站口),"104.360736,28.84908"
长宁站(出站口),"104.92863,28.596622"
长宁站(进站口),"104.929078,28.59637"
泥溪站(出站口),"104.275096,29.005917"
泥溪站(进站口),"104.275308,29.0057"
兴文站(出站口),"105.247126,28.335161"
兴文站(进站口),"105.247075,28.334956"
麻柳站,"107.692639,31.008949"
墨池坝站,"104.66425,30.199905"
石梯站,"107.152508,31.241088"
白果站,"102.604092,28.813572"
彭山站,"103.858757,30.191977"
拉鲊站,"101.928898,26.371667"
蓬安站(东出站口),"106.424043,31.000022"
军师庙站,"105.881816,32.703362"
白水站,"106.03144,32.258172"
喜德站(东南进站口),"102.399562,28.309475"
尼波站,"102.627324,28.340687"
瓦祖站,"102.554203,28.203869"
宜宾站(东南进站口),"104.601136,28.751378"
王场站,"104.677627,29.068196"
乐武站,"102.625608,28.300451"
内江站(东南出站口),"105.037875,29.587884"
普济站,"106.459669,32.237944"
敬梓场站,"104.663532,28.978526"
隆昌站(西南出站口),"105.280974,29.355505"
九里站,"103.544734,29.480522"
黄洋站,"106.36387,32.238355"
杨漩站,"103.40203,29.302177"
红峰站,"102.621478,28.282686"
泥溪站,"104.274898,29.006012"
豆坝站,"104.483847,28.655241"
石桥站,"107.124057,31.323876"
横江站,"104.343986,28.552014"
下普雄站,"102.627202,28.629974"
德阳站(东南出站口),"104.389937,31.165809"
隆昌站(西南进站口),"105.281023,29.355535"
沙马拉达站,"102.565248,28.226421"
雅安站,"103.056953,30.028493"
甘洛站(东南出站口),"102.762159,28.97825"
甘洛站(东南进站口),"102.762371,28.978345"
遂宁站售票厅,"105.543076,30.542065"
弯丘站,"102.196911,27.082747"
青白江东站(西北进站口),"104.225328,30.894775"
宜宾西站,"104.606893,28.724028"
宜宾西站大厅,"104.606096,28.723108"
内江站(东南进站口),"105.037831,29.587929"
新铁村站,"102.24246,28.308669"
郫都东站(暂停营业),"103.926117,30.792989"
大邑站,"103.535402,30.560065"
西来站,"103.516518,30.309978"
蒲江站,"103.49681,30.191814"
长宁站,"104.928852,28.595847"
兴文站,"105.247713,28.334842"
攀枝花站(西南进站口),"101.850689,26.544058"
喜德站(东南出站口),"102.39959,28.309537"
德阳站(东南进站口),"104.390063,31.166234"
南尔岗站,"102.727735,28.935318"
羊马站,"103.758594,30.618055"
峨边站(东南出站口),"103.277385,29.257546"
白石岩站,"102.60782,28.756335"
蓬安站(东进站口),"106.424238,31.000347"
自贡站(西北出站口),"104.791521,29.356451"
乐山站,"103.713921,29.602157"
成都南站(南1出站口),"104.068544,30.60568"
青川站,"105.333921,32.184945"
联合乡站,"102.465113,28.273862"
什邡西站(建设中),"104.119052,31.122023"
眉山站(东南进站口),"103.812951,30.064602"
内江北站(西南出站口),"105.084218,29.609614"
广安南站,"106.592235,30.451241"
昔街站,"102.196741,27.082602"
剑门关站,"105.485596,32.280555"
内江北站(西南进站口),"105.084709,29.60925"
自贡站(西北进站口),"104.791079,29.355988"
姚渡站,"105.497832,32.803516"
穿心店站,"104.034106,31.335215"
平昌站(东北进站口),"107.076641,31.552616"
平昌站(出站口),"107.078153,31.551893"
永郎货场,"102.245813,27.142553"
老君站,"106.227205,30.75745"
峨边站(东南进站口),"103.277503,29.257636"
曾口站,"106.919238,31.726043"
成都南站(南出站口),"104.067698,30.60579"
四川西南铁路国际旅行总社,"107.513736,31.204223"
温江站,"103.814728,30.634772"
成都东站(北进站口),"104.142033,30.629334"
西昌站(东出站口),"102.224248,27.877291"
犀浦站(西南出口),"103.972294,30.756979"
成都东站(2F出发北B口),"104.141839,30.629371"
成都东站(2F出发东C口),"104.143546,30.628001"
成都东站出发(西A口),"104.139592,30.629423"
成都东站(到达B3),"104.141453,30.628772"
成都东站(到达B4),"104.142703,30.628341"
成都东站(到达A3),"104.141582,30.629033"
眉山东站(东出站口),"103.822608,30.066431"
眉山东站(东进站口),"103.822814,30.066677"
成都东站(B4出站口),"104.143168,30.628003"
成都东站(A出站口),"104.14329,30.628426"
绵阳站(南进站口),"104.717567,31.459138"
成都东站(B出站口),"104.141103,30.62859"
成都站(南进站口),"104.073377,30.696404"
成都站(南出站口),"104.072299,30.696528"
成都东站(西出站口),"104.139532,30.629174"
西昌站(北进站口),"102.224221,27.877584"
达州站(东出站口),"107.45314,31.198062"
达州站(东进站口),"107.453201,31.198709"
绵阳站(南出站口),"104.716932,31.458699"
都江堰站(西北出站口),"103.639061,30.957633"
犀浦站(东南出站口),"103.972294,30.756979"
犀浦站(西南进站口),"103.972263,30.757007"
都江堰站(东出站口),"103.639172,30.957747"
都江堰站(西北进站口),"103.638576,30.957097"
成都东站(东进站口),"104.143771,30.627989"
成都东站(西进站口),"104.139658,30.629532"
成都东站(南进站口),"104.141454,30.628103"
成都东站(南进站口),"104.141454,30.628103"
崇左站,"107.358602,22.40365"
桂林站,"110.282225,25.26139"
凭祥站,"106.742616,22.079731"
南宁站,"108.314844,22.826972"
桂林北站,"110.301731,25.329019"
南宁东站,"108.413818,22.841889"
来宾北站,"109.243981,23.751492"
宾阳站,"109.093133,23.216227"
百色站,"106.664281,23.885687"
防城港北站,"108.376785,21.713933"
鹿寨北站,"109.65426,24.64032"
钦州站,"108.618996,21.983762"
黎塘站,"109.133131,23.194389"
陆川站,"110.257648,22.310739"
柳州站,"109.388292,24.307874"
梧州站,"111.24076,23.486899"
玉林站,"110.156562,22.597427"
钦州东站,"108.668568,21.979434"
罗城站,"109.125753,24.841931"
北海站,"109.12842,21.453088"
隆安东站,"107.705868,23.135254"
防城站,"108.369656,21.766397"
来宾站,"109.241324,23.730264"
桂林西站,"110.267016,25.354791"
田东北站,"107.14165,23.683217"
北流站,"110.321533,22.730046"
平果站,"107.565161,23.315867"
三江南站,"109.576043,25.725386"
贺州站,"111.539531,24.45488"
新圩站(停运),"109.318991,24.364905"
柳江站,"109.315848,24.262104"
田东站,"107.129527,23.627471"
扶绥站,"107.920029,22.628333"
文地站,"110.197983,21.951741"
融水站,"109.24118,25.071306"
鹿寨站,"109.745889,24.479728"
三江县站,"109.57348,25.833968"
金城江站,"108.065092,24.699658"
柳州西站,"109.370573,24.347587"
靖西站,"106.39115,23.147525"
洛满站,"109.190259,24.406846"
融安站,"109.406952,25.206145"
岑溪站,"110.948197,22.903145"
贵港站,"109.612941,23.100827"
宜州站,"108.627234,24.478601"
宁明站,"107.063693,22.158657"
兴业站,"109.907712,22.737634"
南宁西站,"107.974837,22.888263"
合浦站,"109.187918,21.622479"
田阳站,"106.936118,23.766428"
田林站,"106.234226,24.285193"
全州南站,"111.041791,25.953114"
康熙岭站,"108.508734,21.91597"
兴安北站,"110.667306,25.673369"
沙井火车站,"108.253961,22.756507"
南丹站,"107.558758,24.975717"
钦州站(出站口),"108.618925,21.983456"
钦州站(东南进站口),"108.619858,21.983725"
永福南站,"109.998544,24.998123"
大王滩站,"108.284581,22.610678"
横州站,"108.980519,22.801749"
东泉站,"109.495743,24.546731"
福塘站,"109.212246,24.332837"
喜屯站,"106.459757,24.099039"
陆屋站,"108.878669,22.304284"
大马站,"108.916692,21.837863"
五通站,"110.090491,25.373989"
夏石站,"106.90365,22.118557"
梧州南站(进站口),"111.221992,23.3938"
德保站,"106.627863,23.345279"
小董西站,"108.584449,22.203008"
富川站,"111.362334,24.79214"
天西站,"107.179433,22.302376"
伞塘站,"109.473382,21.612832"
阳朔站,"110.568081,24.960139"
汪甸站,"106.328722,24.205795"
进德站,"109.33545,24.213332"
容县站,"110.532068,22.859132"
根竹站,"109.532745,23.105397"
恭城站,"110.870294,24.830118"
大溶江北站,"110.460145,25.572787"
桂平站,"110.116973,23.317204"
隆安东站(西南出站口),"107.705883,23.135227"
梧州南站(出站口),"111.222334,23.393794"
大路底站,"109.182531,25.043733"
藤县站(东南出站口),"110.987243,23.334637"
百色站(西南进站口),"106.664031,23.885356"
那罗站,"108.277318,22.730769"
阳圩站,"106.373821,23.8908"
平林村站,"105.896852,24.703715"
梧州北站,"111.271304,23.542929"
二塘站,"110.196386,25.224548"
藤县站(东南进站口),"110.987156,23.334793"
双邓站,"107.797739,23.05777"
百色站(西南出站口),"106.66439,23.884901"
埌南站,"111.135709,23.280748"
贵港站(A出站口),"109.613891,23.101053"
亭亮站,"107.188454,22.216843"
贵港站(北进站口),"109.613021,23.101013"
合浦站(东北进站口),"109.187685,21.622499"
合浦站(东北出站口),"109.187555,21.622668"
新村站,"109.804911,24.548245"
五象南站,"108.430311,22.712458"
横山站,"110.13339,25.166339"
亲睦村站,"109.999748,24.823896"
南武康站(暂停营业),"108.013889,22.896726"
黄土井站,"111.238284,26.249194"
隆安站(东北出站口),"107.682919,23.17432"
程祥站,"109.434441,25.42945"
青茅站,"109.347667,24.392429"
梧州站(南出站口),"111.23983,23.486474"
顿谷站,"109.83838,22.11213"
程村站,"109.546138,25.764238"
老堡站,"109.480069,25.668335"
孔良站,"111.130156,23.361558"
阳朔站(进站口),"110.568423,24.959551"
阳朔站(出站口),"110.569416,24.958502"
水团站,"109.635658,26.035615"
更村站,"109.145796,24.478222"
梧州站(南进站口),"111.240264,23.486686"
大溶江站,"110.483753,25.564264"
林逢站,"107.211799,23.600118"
隆安站(东北进站口),"107.682709,23.174505"
平果站(东进站口),"107.5655,23.316385"
严关站,"110.572371,25.605888"
成团站,"109.236331,24.258825"
新塘坪站,"111.080661,25.983605"
百浪站,"108.454961,22.367474"
隆安东站(西南进站口),"107.706129,23.135032"
贺州站(西出站口)(建设中),"111.539075,24.454192"
大元站,"108.354249,22.482582"
大拟站,"108.518465,22.296998"
大岭站,"109.120561,24.545767"
金鸡村站,"108.175893,22.755698"
稔竹站,"109.038588,23.102194"
六甲站(暂停营业),"107.926218,24.749036"
庙头西站,"111.212962,26.150877"
博白站,"109.993994,22.231317"
钟山西站,"111.331952,24.552167"
板桃站,"105.966514,24.527447"
龙婆站,"109.524722,24.662019"
宁村站,"108.337173,22.556246"
黄冕站,"109.853411,24.668283"
渠旧站,"107.58276,22.514846"
金城江站(出站口),"108.065361,24.698982"
金城江站(进站口),"108.06562,24.699018"
平果站(东出站口),"107.565835,23.316037"
田东站(南出站口),"107.129182,23.627647"
